date,price,commodity,price_lag_7,price_lag_14,price_lag_30,rolling_mean_7,rolling_mean_30,rolling_std_7,day_of_week,month,temperature,rainfall,rainfall_30d,ndvi_proxy
2022-03-31,1410.687338042559,onion,1505.2671713823258,1616.0795506984666,1777.5280915972833,1411.281500113137,1611.7510926460661,30.72597629862199,3,3,34.08198824743393,0.17050715956002996,1.2415451686537649,0.04138483895512546
2022-04-01,1385.960710363086,onion,1458.1678386383114,1632.9612321314628,1804.2463272445948,1400.9661960738194,1597.8082387500158,23.67308207058934,4,4,34.68118293307009,0.5558335484902193,1.1670732501874694,0.03890244167291568
2022-04-02,1348.597854542707,onion,1433.3111359987104,1628.6672700841286,1866.5929785763203,1388.8642987229618,1580.541734615562,25.927930589311483,5,4,34.25800106174581,0.7709291459377752,1.1859179345748507,0.039530597819161684
2022-04-03,1346.274379454125,onion,1381.6842371842886,1522.7218196804522,1811.0149459757888,1383.8057476186527,1565.0503823981733,30.59621673934966,6,4,32.29936858299324,0.022761414169434977,1.0594628500704166,0.035315428335680576
2022-04-04,1297.5867757440737,onion,1380.9165975769442,1517.8113813112038,1839.097220056195,1371.901487356814,1547.0000342544358,44.814720254700845,0,4,33.55943580186947,0.5871902521073249,0.9068630731027885,0.0302287691034262
2022-04-05,1273.9525749618333,onion,1431.055381650467,1452.231678659737,1885.2364999975507,1349.4582292584378,1526.6239034199118,49.361020889978825,1,4,36.02173141868155,1.520311441478238,0.9305044936901521,0.03101681645633836
2022-04-06,1218.5796288331542,onion,1383.1479717006805,1486.6706725280444,1789.594795676444,1325.9484659916484,1507.5900645251354,66.76364881834895,2,4,35.6099461002947,1.1395782197163231,0.9622737153774248,0.032075790512580804
2022-04-07,1322.4442929023105,onion,1410.687338042559,1505.2671713823258,1724.6399741296264,1313.3423166858986,1494.1835418175583,55.47297632118813,3,4,35.28717272294062,1.008288124398501,0.9832182955886763,0.032773943186289234
2022-04-08,1327.7585846428508,onion,1385.960710363086,1458.1678386383114,1618.1855657590288,1305.0277272972937,1484.502642447019,46.39320624874342,4,4,32.94227152896738,2.4030180848313276,1.0449021118558202,0.034830070395193924
2022-04-09,1296.2171375503644,onion,1348.597854542707,1433.3111359987104,1602.3515127216203,1297.5447677269588,1474.298163274644,42.23206765839422,5,4,34.54813431566321,0.018196567722321363,1.0331725049236538,0.03443908349745517
2022-04-10,1310.9917903360683,onion,1346.274379454125,1381.6842371842886,1636.181595256986,1292.5043978529507,1463.4585031106135,37.25966382680939,6,4,30.532645809437696,0.814292932747893,1.0493360291267968,0.034977867637559834
2022-04-11,1309.1555520448053,onion,1297.5867757440737,1380.9165975769442,1708.5758159566476,1294.1570801816267,1450.1444943135518,37.775667101228834,0,4,35.21643482740909,1.5481022418713741,0.9814798203033358,0.03271599401011116
2022-04-12,1301.923961027248,onion,1273.9525749618333,1431.055381650467,1708.1090386585033,1298.1529924766858,1436.6049917258433,36.74764697923276,1,4,37.68698093542695,0.7794360172656328,1.0019115073433684,0.033397050244779014
2022-04-13,1336.5938168088742,onion,1218.5796288331542,1383.1479717006805,1785.3776351638978,1315.012162187503,1421.6455311140094,14.482707513255656,2,4,31.847872652370686,0.3914077068571167,0.9709005809760238,0.032363352699200876
2022-04-14,1377.737325975062,onion,1322.4442929023105,1410.687338042559,1710.6650095498753,1322.9111669121817,1410.5479416615156,27.990899048373883,3,4,33.58825015968817,0.14647255813141538,0.9757693204593739,0.03252564401531244
2022-04-15,1353.6575220750344,onion,1327.7585846428508,1385.960710363086,1621.28258739112,1326.6110151167795,1401.6271061509794,30.35062145767555,4,4,35.379395523710876,2.18536285292026,1.0183883270480958,0.033946277568269845
2022-04-16,1327.7934596012997,onion,1296.2171375503644,1348.597854542707,1616.0795506984666,1331.121918266913,1392.017569781074,27.270661854913342,5,4,37.18506309909561,0.6363177842391305,0.9570569136602042,0.03190189712200675
2022-04-17,1317.4850055516915,onion,1310.9917903360683,1346.274379454125,1632.9612321314628,1332.0495204405736,1381.501695561748,26.57333941306736,6,4,33.73825625304119,2.1046789179097294,1.015893384011256,0.03386311280037524
2022-04-18,1206.0392472038784,onion,1309.1555520448053,1297.5867757440737,1628.6672700841286,1317.3186197490124,1367.4140947990732,54.88216670188421,0,4,33.20267751134117,0.8815321767443516,1.0384373651528849,0.034614578838429444
2022-04-19,1136.1589091498734,onion,1301.923961027248,1273.9525749618333,1522.7218196804522,1293.6378980522447,1354.5286644480539,88.25032813726226,1,4,30.598963681472295,1.121447386099571,1.040664508269278,0.034688816942309186
2022-04-20,1211.779444339102,onion,1336.5938168088742,1218.5796288331542,1517.8113813112038,1275.8072734137058,1344.327599882317,90.6998711512172,2,4,34.69049205873793,1.63097392851105,1.0534674658195358,0.035115582193984585
2022-04-21,1299.792241127384,onion,1377.737325975062,1322.4442929023105,1452.231678659737,1264.6722612926092,1339.2462852979054,80.28742466662213,3,4,38.51176351419169,1.0763290482856556,1.0505167703253628,0.03501722567751209
2022-04-22,1291.3445943270174,onion,1353.6575220750344,1327.7585846428508,1486.6706725280444,1255.7704144714637,1332.7354160245377,71.78063797987065,4,4,34.92353038688367,0.5075889352962613,1.0546144549395993,0.035153815164653324
2022-04-23,1324.3455505932654,onion,1327.7934596012997,1296.2171375503644,1505.2671713823258,1255.2778560417446,1326.704695331569,71.21363621817329,5,4,34.262681352012365,0.7207925854073832,1.068953443494974,0.03563178144983248
2022-04-24,1343.421147308577,onion,1317.4850055516915,1310.9917903360683,1458.1678386383114,1258.983019149871,1322.879805620578,75.5333310643695,6,4,34.88707184346491,1.624782666674772,1.01905546937025,0.033968515645675046
2022-04-25,1500.4967647851672,onion,1206.0392472038784,1309.1555520448053,1433.3111359987104,1301.0483788043407,1325.1193265801264,113.55695309181428,0,4,34.15365225269674,0.4678464318667654,0.9490554451142614,0.03163518150380873
2022-04-26,1556.4655750611928,onion,1136.1589091498734,1301.923961027248,1381.6842371842886,1361.0921882202435,1330.9453711760232,122.59940400177639,1,4,32.4800175564219,0.49122147493741297,0.945055187465116,0.031501839582170565
2022-04-27,1548.9403839859306,onion,1211.779444339102,1336.5938168088742,1380.9165975769442,1409.2580367412193,1336.5461640563228,120.37212411963246,2,4,35.68011785460226,0.10058318535846737,0.8860058822855751,0.029533529409519144
2022-04-28,1500.1845542761907,onion,1299.792241127384,1377.737325975062,1431.055381650467,1437.8855100481917,1338.8504698105135,113.64039420947572,3,4,34.4099159535726,2.460226937437883,0.9479444317342947,0.031598147724476555
2022-04-29,1419.8585471777883,onion,1291.3445943270174,1353.6575220750344,1383.1479717006805,1456.2446461697305,1340.0741556597504,94.84738744648003,4,4,33.91579973016224,0.0954501360377275,0.932715328767045,0.031090510958901474
2022-04-30,1431.6345580275938,onion,1324.3455505932654,1327.7934596012997,1410.687338042559,1471.5716472317774,1340.7723963259184,76.96322468785365,5,4,31.849389985178856,1.0447185341382146,0.9618557079196511,0.032061856930655
2022-05-01,1395.1843296028267,onion,1343.421147308577,1317.4850055516915,1385.960710363086,1478.9663875595272,1341.0798503005763,63.991827731482246,6,5,36.32407905096274,0.5330618237643874,0.96109665042879,0.03203655501429303
2022-05-02,1326.1679575308863,onion,1500.4967647851672,1206.0392472038784,1348.597854542707,1454.062272237487,1340.332187066849,84.76636759786629,0,5,34.96082677116533,0.5202354076709824,0.9527401924865636,0.03175800641621873
2022-05-03,1297.315954168142,onion,1556.4655750611928,1136.1589091498734,1346.274379454125,1417.0408978241942,1338.700239557316,89.07012135518902,1,5,32.43738002276366,1.1380347522784198,0.9899159704235297,0.03299719901411757
2022-05-04,1247.2922349040596,onion,1548.9403839859306,1211.779444339102,1297.5867757440737,1373.9483050982126,1337.0237548626492,87.57782480731231,2,5,35.45614028089451,0.06945054687922772,0.9726579802492599,0.032421932674975285
2022-05-05,1336.7034719596068,onion,1500.1845542761907,1299.792241127384,1273.9525749618333,1350.593864767272,1339.1154514292416,67.88818035893044,3,5,32.364113117415954,0.9006777092953474,0.9520035225098302,0.03173345075032763
2022-05-06,1384.051390367887,onion,1419.8585471777883,1291.3445943270174,1218.5796288331542,1345.4785566515716,1344.6311768137325,62.970198433778194,4,5,31.69953500221702,1.4785490719059255,0.9633025509161502,0.03211008503053836
2022-05-07,1385.9717304946982,onion,1431.6345580275938,1324.3455505932654,1322.4442929023105,1338.9552955754439,1346.7487580668123,54.329926305321244,5,5,31.645974279498585,1.7614985322976322,0.9884095645127879,0.03294698548375963
2022-05-08,1462.2495028293056,onion,1395.1843296028267,1343.421147308577,1327.7585846428508,1348.536034607798,1351.2317886730275,69.65111713140084,6,5,29.522662357033266,0.18696880581994255,0.9145412552124086,0.030484708507080294
2022-05-09,1466.8729281551002,onion,1326.1679575308863,1500.4967647851672,1296.2171375503644,1368.6367446969712,1356.9203150265187,81.42756329564348,0,5,33.90491339866257,2.277103036761431,0.989838137513712,0.03299460458379033
2022-05-10,1424.471259525585,onion,1297.315954168142,1556.4655750611928,1310.9917903360683,1386.8017883194632,1360.7029639995023,76.92392844171447,1,5,29.194208794110445,1.0675383974162391,0.9982796530026569,0.033275988433421944
2022-05-11,1502.1380381985562,onion,1247.2922349040596,1548.9403839859306,1309.1555520448053,1423.2083316472485,1367.135713537961,57.82909426908598,2,5,30.291952751138883,2.1358409094433544,1.017870941921723,0.033929031397390674
2022-05-12,1529.040779618818,onion,1336.7034719596068,1500.1845542761907,1301.923961027248,1450.6850898842786,1374.70627415768,55.52452229339638,3,5,28.487710109748363,0.6641336086968487,1.0140275283027635,0.033800917610092074
2022-05-13,1476.5976563101187,onion,1384.051390367887,1419.8585471777883,1336.5938168088742,1463.905985018883,1379.3730688077214,47.44418152922828,4,5,32.3545288897383,0.7809589034075168,1.0270125681877769,0.03423375227292591
2022-05-14,1467.548769279736,onion,1385.9717304946982,1431.6345580275938,1377.737325975062,1475.55984770246,1382.3667835845438,32.90019353202165,5,5,32.11157918794222,2.5137787919089503,1.1059227759803614,0.03686409253267864
2022-05-15,1424.4168812249036,onion,1462.2495028293056,1395.1843296028267,1353.6575220750344,1470.1551874732595,1384.7254288895392,38.14118876140221,6,5,31.642183114492145,2.3016809354144474,1.1098000453968342,0.0369933348465612
2022-05-16,1356.7885570521887,onion,1466.8729281551002,1326.1679575308863,1327.7934596012997,1454.4288487442723,1385.6919321379023,57.501445255549946,0,5,30.091613747418464,0.5944987124438186,1.1084060763369905,0.036946869211233024
2022-05-17,1405.961663287727,onion,1424.471259525585,1297.315954168142,1317.4850055516915,1451.7846207102925,1388.641154062437,59.49953019404981,1,5,29.711368594198497,0.320773788871442,1.0489425720357144,0.03496475240119046
2022-05-18,1503.3132620454792,onion,1502.1380381985562,1247.2922349040596,1206.0392472038784,1451.9525098312818,1398.5502878904904,59.6667152853808,2,5,32.86155199596292,0.4995073091684502,1.0362084097831843,0.03454028032610623
2022-05-19,1433.3186181136125,onion,1529.040779618818,1336.7034719596068,1136.1589091498734,1438.277915330538,1408.4556115226148,49.085572075835046,3,5,30.706630231353188,0.49063798649394835,1.0151814297963302,0.03383938099321093
2022-05-20,1462.8007075858686,onion,1476.5976563101187,1384.051390367887,1211.779444339102,1436.3069226556452,1416.8229869641739,47.543193383239434,4,5,32.31335528520763,0.33808716489211416,0.9720852043423656,0.03240284014474559
2022-05-21,1431.0125649780598,onion,1467.548769279736,1385.9717304946982,1299.792241127384,1431.0874648982629,1421.1969977591964,45.503497100450176,5,5,29.781066199842407,0.3127668878653467,0.9466331323283552,0.03155443774427846
2022-05-22,1408.0360444902637,onion,1424.4168812249036,1462.2495028293056,1291.3445943270174,1428.747345364743,1425.086712764638,46.317649030884226,6,5,31.782672617907803,1.9737342288170923,0.9955046421123831,0.033183488070412825
2022-05-23,1380.255627388515,onion,1356.7885570521887,1466.8729281551002,1324.3455505932654,1432.099783984218,1426.9503819911463,40.75670753483924,0,5,33.894184220590475,0.07242223147368448,0.9738922969812598,0.03246307656604197
2022-05-24,1339.4509763567537,onion,1405.961663287727,1424.471259525585,1343.421147308577,1422.5982572797932,1426.8180429594186,53.59617894919544,1,5,32.32517760041885,1.131996952882909,0.957466106521531,0.03191553688405102
2022-05-25,1345.0880382268601,onion,1503.3132620454792,1502.1380381985562,1500.4967647851672,1399.9946538771333,1421.6377520741416,46.818380015298686,2,5,30.19141299581627,0.18973301567705533,0.9481956593152073,0.03160652197717362
2022-05-26,1306.6387716417712,onion,1433.3186181136125,1529.040779618818,1556.4655750611928,1381.8975329525845,1413.310191960161,55.473804476747546,3,5,31.39225046363659,0.42236596650386876,0.9459004757007557,0.031530015856691906
2022-05-27,1324.0288374979277,onion,1462.8007075858686,1476.5976563101187,1548.9403839859306,1362.0729800828788,1405.8131404105611,45.673533312048576,4,5,30.256392329982823,0.06351827817295681,0.9446649787945721,0.03148883262648583
2022-05-28,1325.0363552755123,onion,1431.0125649780598,1467.548769279736,1500.1845542761907,1346.9335215539434,1399.9748671105383,35.42845525609217,5,5,30.611652993491226,0.31467463159516396,0.8731465685998148,0.029104885619993803
2022-05-29,1316.5882258266815,onion,1408.0360444902637,1424.4168812249036,1419.8585471777883,1333.869547459146,1396.5325230655014,24.23392725272628,6,5,29.801182281109504,1.4628345180666829,0.9187260480007801,0.030624201600026102
2022-05-30,1274.878278208068,onion,1380.255627388515,1356.7885570521887,1431.6345580275938,1318.815640433368,1391.307313738184,23.329737818204414,0,5,29.978630069848553,2.1629564164310646,0.9560006440772083,0.03186668813590687
2022-05-31,1250.5421461154901,onion,1339.4509763567537,1405.961663287727,1395.1843296028267,1306.1143789703303,1386.4859076219395,32.58797998862072,1,5,30.58481061630688,0.25042116551909144,0.9465792888023652,0.03155264296007887
2022-06-01,1293.300864484468,onion,1345.0880382268601,1503.3132620454792,1326.1679575308863,1298.7162112928454,1385.3903378537254,27.790791284100823,2,6,28.025700735293857,7.284514020095512,1.1720552425498494,0.03906850808499496
2022-06-02,1322.4807065759978,onion,1306.6387716417712,1433.3186181136125,1297.315954168142,1300.9793448548778,1386.2291629339875,29.155046275965322,3,6,27.83096941710695,16.33259228536178,1.6785404936526283,0.05595134978842098
2022-06-03,1277.1533302045502,onion,1324.0288374979277,1462.8007075858686,1247.2922349040596,1294.282843812967,1387.2245327773371,28.350774003860074,4,6,26.934509969076217,4.382330103284773,1.8223031455328131,0.06074343818442718
2022-06-04,1286.5768788719204,onion,1325.0363552755123,1431.0125649780598,1336.7034719596068,1288.7886328981679,1385.553646341081,24.91618374025714,5,6,26.358524726077167,27.70312496894273,2.7157180541877257,0.0905239351395909
2022-06-05,1328.4146974630712,onion,1316.5882258266815,1408.0360444902637,1384.051390367887,1290.4781288462239,1383.6990899109203,27.39319904365199,6,6,26.970622459063993,2.075824450722484,2.735627233481611,0.09118757444938708
2022-06-06,1248.3761394577411,onion,1274.878278208068,1380.255627388515,1385.9717304946982,1286.6921090247483,1379.112570209688,31.440972925430273,0,6,29.5689284133038,7.223540533080764,2.917695300174382,0.09725651000581281
2022-06-07,1280.5766262875832,onion,1250.5421461154901,1339.4509763567537,1462.2495028293056,1290.9827490493333,1373.0568076582974,27.48612025189424,1,6,27.30798455717245,20.691107279845184,3.60116658264189,0.12003888608806301
2022-06-08,1251.833905814539,onion,1293.300864484468,1345.0880382268601,1466.8729281551002,1285.058897810772,1365.8888402469456,31.130197054696374,2,6,29.963131695026863,3.4570968214387205,3.6404997087977997,0.12134999029325999
2022-06-09,1285.3271611279063,onion,1322.4807065759978,1306.6387716417712,1424.471259525585,1279.7512484610445,1361.2507036336897,26.511058116045543,3,6,28.846507149544774,5.746620720150917,3.7964691195556224,0.1265489706518541
2022-06-10,1251.4576600782223,onion,1277.1533302045502,1324.0288374979277,1502.1380381985562,1276.0804384429975,1352.8946910296786,28.62537119288634,4,6,24.680128880421567,9.515997617562403,4.042474343159591,0.1347491447719863
2022-06-11,1166.184401843432,onion,1286.5768788719204,1325.0363552755123,1529.040779618818,1258.8815131532135,1340.7994784371656,49.687043308314244,5,6,29.766074295150716,3.52641803762391,4.1378838241238265,0.1379294608041275
2022-06-12,1091.4835919124052,onion,1328.4146974630712,1316.5882258266815,1476.5976563101187,1225.034212360261,1327.9623429572418,70.68773532826123,6,6,29.915682113428723,1.6634191527678972,4.167299165769172,0.13890997219230572
2022-06-13,1102.0581674072264,onion,1248.3761394577411,1274.878278208068,1467.548769279736,1204.1316449244734,1315.7793228948249,83.16687676878308,0,6,26.14334505968856,4.593986194195431,4.236639412512054,0.1412213137504018
2022-06-14,1123.003129145156,onion,1280.5766262875832,1250.5421461154901,1424.4168812249036,1181.621145332698,1305.7321978255,80.30288403153608,1,6,28.80751127852489,19.010666954289167,4.793605613141212,0.1597868537713737
2022-06-15,1085.3272353070324,onion,1251.833905814539,1293.300864484468,1356.7885570521887,1157.83447811734,1296.6834871006613,80.69837432867537,2,6,26.089310277173766,7.204607313188181,5.013942566499357,0.16713141888331184
2022-06-16,1125.5503135397605,onion,1285.3271611279063,1322.4807065759978,1405.961663287727,1135.0092141761763,1287.3364421090625,58.04351824148816,3,6,27.831995680776746,3.382014648253722,5.115983928478768,0.17053279761595896
2022-06-17,1049.9633041555173,onion,1251.4576600782223,1277.1533302045502,1503.3132620454792,1106.2243061872184,1272.2247768460636,36.71255421471799,4,6,24.94122499089943,3.486655331078192,5.215555529209092,0.1738518509736363
2022-06-18,1055.6600481400412,onion,1166.184401843432,1286.5768788719204,1433.3186181136125,1090.4351128010198,1259.6361578469446,29.7302050336689,5,6,23.71684379723697,15.713659999903005,5.722989596322727,0.1907663198774242
2022-06-19,1003.9960371891175,onion,1091.4835919124052,1328.4146974630712,1462.8007075858686,1077.936890697693,1244.3426688337197,44.121963808759524,6,6,26.369574775172026,4.7184898419457,5.8690030188911795,0.19563343396303923
2022-06-20,981.3243110552271,onion,1102.0581674072264,1248.3761394577411,1431.0125649780598,1060.6891969331216,1229.3530603696252,55.30259203652273,0,6,26.719271005386094,11.46905418478669,6.240879262121891,0.20802930873739633
2022-06-21,994.0677583999433,onion,1123.003129145156,1280.5766262875832,1408.0360444902637,1042.269858255234,1215.554117499948,52.4892779193015,1,6,26.002306470026415,6.512963948252003,6.392186919436388,0.21307289731454626
2022-06-22,961.1657349677467,onion,1085.3272353070324,1251.833905814539,1380.255627388515,1024.5325010639076,1201.5844544192557,56.35067286445502,2,6,24.260009012940053,10.699910178756527,6.7464365176791485,0.22488121725597165
2022-06-23,952.7146430569005,onion,1125.5503135397605,1285.3271611279063,1339.4509763567537,999.8416909949276,1188.6932433092604,40.286771137129634,3,6,25.658193844936473,15.744237523650881,7.233511203371416,0.24111704011238044
2022-06-24,1013.9749906564845,onion,1049.9633041555173,1251.4576600782223,1345.0880382268601,994.7005033522088,1177.6561417235814,34.73877505226925,4,6,26.826071279687277,16.595501919955787,7.780370166847373,0.2593456722282458
2022-06-25,994.8508973671973,onion,1055.6600481400412,1166.184401843432,1306.6387716417712,986.013481813231,1167.2632125810956,22.34726332194697,5,6,26.026804010971873,3.7762548776891864,7.892166463886883,0.26307221546289616
2022-06-26,1046.7384850231103,onion,1003.9960371891175,1091.4835919124052,1324.0288374979277,992.1195457895155,1158.020200831935,31.884078220688995,6,6,26.310369559370425,7.351103311818262,8.135085965008393,0.2711695321669464
2022-06-27,999.3183725897671,onion,981.3243110552271,1102.0581674072264,1325.0363552755123,994.6901260087358,1147.1629347424102,31.592714085121795,0,6,24.433634391426164,5.568592496914442,8.310216560519036,0.27700721868396794
2022-06-28,1035.822214033736,onion,994.0677583999433,1123.003129145156,1316.5882258266815,1000.6550482421346,1137.8040676826452,35.19232099641376,1,6,27.94556860309025,18.032378162491717,8.862534681999872,0.29541782273332906
2022-06-29,1117.1842007859561,onion,961.1657349677467,1085.3272353070324,1274.878278208068,1022.9434005018787,1132.5475984352415,51.59657570550659,2,6,23.077875656935745,3.721913803489909,8.914499928235164,0.2971499976078389
2022-06-30,1001.2582917638724,onion,952.7146430569005,1125.5503135397605,1250.5421461154901,1029.8782074600178,1124.238136623521,43.15623648074369,3,6,26.233304996444765,11.25380449551136,9.28127937256824,0.3093759790856081
2022-07-01,978.8883631550711,onion,1013.9749906564845,1049.9633041555173,1293.300864484468,1024.8658321026728,1113.757719912541,47.162748459586645,4,7,27.44985215480681,10.841504730114835,9.399845729568884,0.3133281909856295
2022-07-02,1025.6642022509968,onion,994.8508973671973,1055.6600481400412,1322.4807065759978,1029.2677328003585,1103.863836435041,45.295424774521855,5,7,25.875746216610906,4.045404463343659,8.990272802168281,0.29967576007227603
2022-07-03,1032.4986489038272,onion,1046.7384850231103,1003.9960371891175,1277.1533302045502,1027.2334704976038,1095.7086803916836,44.69581842270085,6,7,24.336767143599012,1.6739488870466182,8.899993428293676,0.2966664476097892
2022-07-04,1067.9059695943163,onion,999.3183725897671,981.3243110552271,1286.5768788719204,1037.0316986411108,1088.41965008243,45.07264446637316,0,7,23.513183576628737,4.899189667853082,8.139862251590689,0.27132874171968957
2022-07-05,1053.848590866639,onion,1035.822214033736,994.0677583999433,1328.4146974630712,1039.6068953315255,1079.2674465292157,45.50491405753466,1,7,26.470042528434583,6.583537412517525,8.29011935031719,0.27633731167723974
2022-07-06,1074.601108422951,onion,1117.1842007859561,961.1657349677467,1248.3761394577411,1033.5235964225249,1073.4749454947228,35.051139233283564,2,7,21.380185357142025,6.900309046450951,8.279344967429529,0.2759781655809843
2022-07-07,1082.825224484888,onion,1001.2582917638724,952.7146430569005,1280.5766262875832,1045.17601538267,1066.8832321012994,36.08010241308114,3,7,22.11438398106872,6.3920426367789105,7.80270947932732,0.26009031597757726
2022-07-08,1157.0578230781807,onion,978.8883631550711,1013.9749906564845,1251.833905814539,1070.6287953716856,1063.7240293434209,43.587499607137616,4,7,23.088294397799615,13.208083995616986,8.127742385133262,0.2709247461711086
2022-07-09,1184.1377087816777,onion,1025.6642022509968,994.8508973671973,1285.3271611279063,1093.2678677332115,1060.3510475985468,55.78826988308548,5,7,26.187825740498187,14.677453889722544,8.425436824118982,0.2808478941372994
2022-07-10,1214.8350877098042,onion,1032.4986489038272,1046.7384850231103,1251.4576600782223,1119.3159304197795,1059.130295186266,64.56284582602082,6,7,24.301543302883047,17.34471788965046,8.686394166521918,0.28954647221739727
2022-07-11,1207.4445376494846,onion,1067.9059695943163,999.3183725897671,1166.184401843432,1139.250011570518,1060.5056330464677,67.51822046409526,0,7,21.435838353594345,4.504608482136848,8.71900051467235,0.29063335048907846
2022-07-12,1196.4153356928703,onion,1053.848590866639,1035.822214033736,1091.4835919124052,1159.6166894028368,1064.0033578391499,58.34255340961526,1,7,22.58171873197457,7.634181597746974,8.918025929504985,0.29726753098349945
2022-07-13,1188.3591195880317,onion,1074.601108422951,1117.1842007859561,1102.0581674072264,1175.867833854991,1066.8800562451768,45.04239048143457,2,7,21.804624813871648,21.53475167786812,9.482718112294075,0.3160906037431358
2022-07-14,1221.814544315186,onion,1082.825224484888,1001.2582917638724,1123.003129145156,1195.723450973605,1070.173770084178,21.860756190336247,3,7,21.44521286113497,7.3602112230978,9.094369587921028,0.30314565293070095
2022-07-15,1213.829029387869,onion,1157.0578230781807,978.8883631550711,1085.3272353070324,1203.8336233035604,1074.4571632202055,14.374241370685263,4,7,24.654722414807438,5.3861790320113645,9.033755311881803,0.3011251770627268
2022-07-16,1241.541191644932,onion,1184.1377087816777,1025.6642022509968,1125.5503135397605,1212.034120855454,1078.3235258237114,17.334490813460494,5,7,19.786291936663634,12.317693559181242,9.331611275579386,0.3110537091859794
2022-07-17,1357.9804077443052,onion,1214.8350877098042,1032.4986489038272,1049.9633041555173,1232.4834522889541,1088.5907626100043,57.977229121087966,6,7,25.580906784188674,13.597698183920155,9.668646037340785,0.3222882012446928
2022-07-18,1411.8770347610036,onion,1207.4445376494846,1067.9059695943163,1055.6600481400412,1261.6880947334569,1100.4646621640363,87.32400088464462,0,7,23.854152628377083,7.3952325090511355,9.391365120979057,0.3130455040326352
2022-07-19,1404.8383174573914,onion,1196.4153356928703,1053.848590866639,1003.9960371891175,1291.4628064141027,1113.8260715063122,96.41801853257688,1,7,24.214595148472494,6.008923982451659,9.434379592329254,0.3144793197443084
2022-07-20,1474.3022472164407,onion,1188.3591195880317,1074.601108422951,981.3243110552271,1332.3118246467327,1130.2586693783526,105.5919825146807,2,7,20.94305056659122,3.295638846620399,9.161932414390378,0.30539774714634593
2022-07-21,1461.9124336210343,onion,1221.814544315186,1082.825224484888,994.0677583999433,1366.6115231189965,1145.8534918857224,102.67211915210683,3,7,21.40603373959648,6.244821546025823,9.152994334316173,0.3050998111438724
2022-07-22,1368.267958189721,onion,1213.829029387869,1157.0578230781807,961.1657349677467,1388.6742272335468,1159.4235659931214,77.9981808587268,4,7,18.677573244243245,2.444422381275117,8.877811407733457,0.2959270469244486
2022-07-23,1327.9982834800562,onion,1241.541191644932,1184.1377087816777,952.7146430569005,1401.0252403528502,1171.9330206738935,53.95662550754267,5,7,20.33353787856872,17.557483617378523,8.938252944191046,0.29794176480636814
2022-07-24,1245.3987217591623,onion,1357.9804077443052,1214.8350877098042,1013.9749906564845,1384.9421423549732,1179.6471450439826,79.60736775344809,6,7,22.210230043246657,1.9743533361472074,8.45088132473076,0.281696044157692
2022-07-25,1240.4150731219138,onion,1411.8770347610036,1207.4445376494846,994.8508973671973,1360.4475764065314,1187.83261756914,94.85664358120667,0,7,23.656223356998122,4.896603380555698,8.48822627482631,0.2829408758275437
2022-07-26,1254.027690618953,onion,1404.8383174573914,1196.4153356928703,1046.7384850231103,1338.9032011438974,1194.7422577556679,100.07682919533173,1,7,18.692126778238883,9.66890452614326,8.565486315303811,0.2855162105101271
2022-07-27,1350.2690024203382,onion,1474.3022472164407,1188.3591195880317,999.3183725897671,1321.1841661730255,1206.4406120833535,81.3334297915667,2,7,20.01898472633393,8.741714079022383,8.671257034707407,0.28904190115691364
2022-07-28,1377.1099910601395,onion,1461.9124336210343,1221.814544315186,1035.822214033736,1309.0695315214691,1217.816871317567,60.53464962476684,3,7,20.29221371603001,4.112129175395263,8.207248735137528,0.2735749578379175
2022-07-29,1376.1127647984936,onion,1368.267958189721,1213.829029387869,1117.1842007859561,1310.1902181798653,1226.4478234513183,61.871119634953864,4,7,17.64935466053044,10.465451454291795,8.43203332349759,0.28106777744991973
2022-07-30,1427.5607885616982,onion,1327.9982834800562,1241.541191644932,1001.2582917638724,1324.4134331915284,1240.6579066779125,76.38808519051585,5,7,21.471103406778166,2.577372356304788,8.14281891885737,0.27142729729524573
2022-07-31,1325.95280734007,onion,1245.3987217591623,1357.9804077443052,978.8883631550711,1335.9211597030865,1252.2267214840792,68.12107850268762,6,7,18.689292265427884,9.74975947925536,8.106427410495389,0.270214247016513
2022-08-01,1348.7144790986968,onion,1240.4150731219138,1411.8770347610036,1025.6642022509968,1351.3925034140557,1262.9950640456693,53.55621210740855,0,8,19.5968011631882,4.482830626903053,8.121008282614035,0.27070027608713454
2022-08-02,1397.783449211071,onion,1254.027690618953,1404.8383174573914,1032.4986489038272,1371.9290403557868,1275.1712240559107,33.98424822905522,1,8,18.935477346017716,2.347355816485138,8.143455180261986,0.27144850600873294
2022-08-03,1333.3984679378575,onion,1350.2690024203382,1474.3022472164407,1067.9059695943163,1369.5189640011467,1284.0209740006953,36.29592093106837,2,8,18.114022506941314,6.6327726762943175,8.20124128054336,0.27337470935144537
2022-08-04,1401.4182007394468,onion,1377.1099910601395,1461.9124336210343,1053.848590866639,1372.9915653839048,1295.6066276631223,38.253296475678816,3,8,19.53350564363238,15.384465531241231,8.494605551167483,0.28315351837224934
2022-08-05,1427.8146570993786,onion,1376.1127647984936,1368.267958189721,1074.601108422951,1380.3775499983171,1307.3804126190034,43.57722697679774,4,8,18.97288821876219,4.284333638730844,8.407406370910147,0.2802468790303382
